Vertical	Streamwise	Spanwise	Thermocouples/ai1 mean	Thermocouples/ai1 variance	4492/ai2 mean	4492/ai2 variance
-64.999870	-29.999929	-64.999870	20.2853271053	0.0000509916	0.2963515507	0.0000007542
-64.999870	-29.999929	-64.999870	20.2829943321	0.0000163607	0.2921876946	0.0000012739
-64.999870	-29.999929	-64.999870	20.2828634524	0.0000174744	0.2880990785	0.0000003671
-64.999870	-29.999929	-64.999870	20.2836711949	0.0000246432	0.2848087832	0.0000005192
-64.999870	-29.999929	-64.999870	20.2839899133	0.0000175565	0.2811430129	0.0000006302
-64.999870	-29.999929	-64.999870	20.2846254662	0.0000055714	0.2764719561	0.0000006153
-64.999870	-29.999929	-64.999870	20.2810200745	0.0000150630	0.2727250746	0.0000047926
-64.999870	-29.999929	-64.999870	20.2809561360	0.0000179867	0.2559804624	0.0000121233
-64.999870	-29.999929	-64.999870	20.2793709532	0.0000181259	0.2394477751	0.0000105216
-64.999870	-29.999929	-64.999870	20.2818615400	0.0000205440	0.2215809399	0.0000121179
-64.999870	-29.999929	-64.999870	20.2820140985	0.0000064511	0.1999034095	0.0000297658
-64.999870	-29.999929	-64.999870	20.2834261226	0.0000154601	0.1680355479	0.0000402216
-64.999870	-29.999929	-64.999870	20.2802688672	0.0000083309	0.1921124558	0.0002301891
-64.999870	-29.999929	-64.999870	20.2803872639	0.0000259382	0.2688930643	0.0001566804
-64.999870	-29.999929	-64.999870	20.2802496810	0.0000081718	0.3222619402	0.0000694757
-64.999870	-29.999929	-64.999870	20.2813534216	0.0000211678	0.3534199575	0.0000181891
-64.999870	-29.999929	-64.999870	20.2832311568	0.0000091421	0.3626600809	0.0000001569
-64.999870	-29.999929	-64.999870	20.2815295264	0.0000144413	0.3589628937	0.0000014059
-64.999870	-29.999929	-64.999870	20.2809170604	0.0000144335	0.3613375394	0.0000048548
-64.999870	-29.999929	-64.999870	20.2805563960	0.0000112611	0.3843758443	0.0000443779
-64.999870	-29.999929	-64.999870	20.2802886515	0.0000118326	0.4275975786	0.0000986057
-64.999870	-29.999929	-64.999870	20.2802250979	0.0000248402	0.4863951526	0.0001550758
-64.999870	-29.999929	-64.999870	20.2786818269	0.0000090864	0.5537910404	0.0001649446
-64.999870	-29.999929	-64.999870	20.2826873276	0.0000177670	0.6123614688	0.0000510559
