Vertical	Streamwise	Spanwise	Thermocouples/ai1 mean	Thermocouples/ai1 variance	4492/ai2 mean	4492/ai2 variance
-64.999870	-29.999929	-64.999870	20.5199014067	0.0000080393	0.2167873063	0.0000004225
-64.999870	-29.999929	-64.999870	20.5176427993	0.0000334406	0.2140958875	0.0000003647
-64.999870	-29.999929	-64.999870	20.5185376362	0.0000291728	0.2125146026	0.0000005307
-64.999870	-29.999929	-64.999870	20.5210624238	0.0000338405	0.2098982499	0.0000001927
-64.999870	-29.999929	-64.999870	20.5193752777	0.0000175757	0.2080466300	0.0000002261
-64.999870	-29.999929	-64.999870	20.5203975116	0.0000191793	0.2055694797	0.0000008396
-64.999870	-29.999929	-64.999870	20.5204564824	0.0000220687	0.2031855384	0.0000000999
-64.999870	-29.999929	-64.999870	20.5200915245	0.0000298606	0.2039404091	0.0000006733
-64.999870	-29.999929	-64.999870	20.5188135021	0.0000235550	0.2140991917	0.0000101258
-64.999870	-29.999929	-64.999870	20.5201349554	0.0000158737	0.2372402145	0.0000355099
-64.999870	-29.999929	-64.999870	20.5177706776	0.0000172458	0.2752980730	0.0000664796
-64.999870	-29.999929	-64.999870	20.5177412724	0.0000258056	0.3207698797	0.0000886311
-64.999870	-29.999929	-64.999870	20.5195023024	0.0000229004	0.3770585899	0.0001458593
-64.999870	-29.999929	-64.999870	20.5185750455	0.0000167002	0.4435943751	0.0002023548
-64.999870	-29.999929	-64.999870	20.5163560847	0.0000268569	0.5231138460	0.0002468066
-64.999870	-29.999929	-64.999870	20.5157837762	0.0000121297	0.5893754466	0.0000864774
-64.999870	-29.999929	-64.999870	20.5150087061	0.0000253759	0.6282667814	0.0000451995
-64.999870	-29.999929	-64.999870	20.5171239579	0.0000170634	0.6621420737	0.0000467159
-64.999870	-29.999929	-64.999870	20.5207319961	0.0000275294	0.6868401214	0.0000089116
-64.999870	-29.999929	-64.999870	20.5184050392	0.0000187678	0.7023073490	0.0000124876
-64.999870	-29.999929	-64.999870	20.5178114831	0.0000134796	0.7170087996	0.0000024893
-64.999870	-29.999929	-64.999870	20.5139012383	0.0000361537	0.7238751924	0.0000040507
-64.999870	-29.999929	-64.999870	20.5120241217	0.0000075471	0.7309518891	0.0000039846
-64.999870	-29.999929	-64.999870	20.5152516375	0.0000156848	0.7331764883	0.0000011657
-64.999870	-29.999929	-64.999870	20.5172201357	0.0000227939	0.7366233961	0.0000049838
-64.999870	-29.999929	-64.999870	20.5218362910	0.0000116516	0.7383654400	0.0000019066
-64.999870	-29.999929	-64.999870	20.5213665817	0.0000199266	0.7390742169	0.0000025453
-64.999870	-29.999929	-64.999870	20.5147604490	0.0000180574	0.7419802677	0.0000021570
-64.999870	-29.999929	-64.999870	20.5140536079	0.0000263627	0.7410549401	0.0000021733
-64.999870	-29.999929	-64.999870	20.5106447485	0.0000129369	0.7440766986	0.0000034210
-64.999870	-29.999929	-64.999870	20.5144034061	0.0000268756	0.7411710308	0.0000017189
-64.999870	-29.999929	-64.999870	20.5154871000	0.0000062190	0.7451210385	0.0000020862
