Vertical	Streamwise	Spanwise	Thermocouples/ai1 mean	Thermocouples/ai1 variance	4492/ai2 mean	4492/ai2 variance
-64.999870	-29.999929	-64.999870	20.0982482719	0.0000192006	0.1663081022	0.0000002233
-64.999870	-29.999929	-64.999870	20.0993418237	0.0000206370	0.1644846158	0.0000001482
-64.999870	-29.999929	-64.999870	20.0989996881	0.0000214069	0.1622028874	0.0000003510
-64.999870	-29.999929	-64.999870	20.0995013908	0.0000126286	0.1607902996	0.0000003544
-64.999870	-29.999929	-64.999870	20.0986718784	0.0000257163	0.1586025829	0.0000001418
-64.999870	-29.999929	-64.999870	20.1004753233	0.0000278926	0.1570605827	0.0000004479
-64.999870	-29.999929	-64.999870	20.0984319627	0.0000116259	0.1569621684	0.0000011326
-64.999870	-29.999929	-64.999870	20.0972456255	0.0000097839	0.1620709002	0.0000057917
-64.999870	-29.999929	-64.999870	20.0980463035	0.0000126088	0.1799076102	0.0000212568
-64.999870	-29.999929	-64.999870	20.0973894215	0.0000428163	0.2091006559	0.0000392716
-64.999870	-29.999929	-64.999870	20.0938931683	0.0000160340	0.2453774928	0.0000627970
-64.999870	-29.999929	-64.999870	20.0964061473	0.0000157986	0.2903368133	0.0000923554
-64.999870	-29.999929	-64.999870	20.0953248032	0.0000095796	0.3464666565	0.0001419134
-64.999870	-29.999929	-64.999870	20.0963458819	0.0000213755	0.4224430613	0.0002179760
-64.999870	-29.999929	-64.999870	20.0962108266	0.0000133354	0.5035582408	0.0002285805
-64.999870	-29.999929	-64.999870	20.0975451344	0.0000265480	0.5665553685	0.0000749068
-64.999870	-29.999929	-64.999870	20.0974090839	0.0000206333	0.6032979977	0.0000430259
-64.999870	-29.999929	-64.999870	20.0952421062	0.0000172192	0.6357622181	0.0000350446
-64.999870	-29.999929	-64.999870	20.0962837539	0.0000164707	0.6615229340	0.0000116984
-64.999870	-29.999929	-64.999870	20.0979300124	0.0000151651	0.6771199546	0.0000089927
-64.999870	-29.999929	-64.999870	20.0918902994	0.0000252968	0.6931678845	0.0000054757
-64.999870	-29.999929	-64.999870	20.0953720129	0.0000195498	0.6993321025	0.0000016825
-64.999870	-29.999929	-64.999870	20.0904909778	0.0000190725	0.7073004515	0.0000089071
-64.999870	-29.999929	-64.999870	20.0914579245	0.0000118586	0.7089436416	0.0000034868
-64.999870	-29.999929	-64.999870	20.0916455505	0.0000276877	0.7124790076	0.0000080645
-64.999870	-29.999929	-64.999870	20.0943011606	0.0000266134	0.7165280018	0.0000105743
-64.999870	-29.999929	-64.999870	20.0971616861	0.0000114074	0.7160545112	0.0000165251
-64.999870	-29.999929	-64.999870	20.0943962410	0.0000069845	0.7199056319	0.0000185477
-64.999870	-29.999929	-64.999870	20.0926691833	0.0000215557	0.7193874672	0.0000183436
-64.999870	-29.999929	-64.999870	20.0945652686	0.0000133608	0.7216560391	0.0000166758
-64.999870	-29.999929	-64.999870	20.0935202144	0.0000107739	0.7193698140	0.0000178067
-64.999870	-29.999929	-64.999870	20.0951756557	0.0000132406	0.7226750218	0.0000163120
-64.999870	-29.999929	-64.999870	20.0940748972	0.0000257422	0.7222812113	0.0000174631
-64.999870	-29.999929	-64.999870	20.0964292685	0.0000277746	0.7202642039	0.0000187202
-64.999870	-29.999929	-64.999870	20.0949264716	0.0000084964	0.7241712913	0.0000156862
-64.999870	-29.999929	-64.999870	20.0942359311	0.0000048298	0.7209448300	0.0000139928
-64.999870	-29.999929	-64.999870	20.0959173207	0.0000159936	0.7247501020	0.0000157313
-64.999870	-29.999929	-64.999870	20.0958003629	0.0000231755	0.7101866181	0.0000489722
-64.999870	-29.999929	-64.999870	20.0966562102	0.0000090727	0.7421464901	0.0000207593
-64.999870	-29.999929	-64.999870	20.0977349845	0.0000088665	0.7241159274	0.0000227912
-64.999870	-29.999929	-64.999870	20.0975214042	0.0000440136	0.7229755864	0.0000193371
-64.999870	-29.999929	-64.999870	20.0974573849	0.0000152606	0.7253426922	0.0000211384
-64.999870	-29.999929	-64.999870	20.0967678893	0.0000071895	0.7136527783	0.0000205574
-64.999870	-29.999929	-64.999870	20.0965821455	0.0000273708	0.7238230533	0.0000159808
-64.999870	-29.999929	-64.999870	20.0948279130	0.0000141749	0.7199366482	0.0000138786
-64.999870	-29.999929	-64.999870	20.0939907237	0.0000120376	0.7246283120	0.0000192715
-64.999870	-29.999929	-64.999870	20.0960302018	0.0000176546	0.7240585848	0.0000192078
-64.999870	-29.999929	-64.999870	20.0940968651	0.0000285795	0.7221949418	0.0000176781
-64.999870	-29.999929	-64.999870	20.0970788683	0.0000167826	0.7245183584	0.0000168257
-64.999870	-29.999929	-64.999870	20.0952473857	0.0000065837	0.7227008641	0.0000165683
-64.999870	-29.999929	-64.999870	20.0958262790	0.0000226579	0.7228227948	0.0000154380
-64.999870	-29.999929	-64.999870	20.0962994491	0.0000192631	0.7216218972	0.0000175430
-64.999870	-29.999929	-64.999870	20.0928476899	0.0000163941	0.7259559298	0.0000141077
-64.999870	-29.999929	-64.999870	20.0933789598	0.0000181665	0.7211590272	0.0000171565
-64.999870	-29.999929	-64.999870	20.0899601124	0.0000262544	0.7213686225	0.0000159949
-64.999870	-29.999929	-64.999870	20.0934824991	0.0000165941	0.7252007590	0.0000176226
-64.999870	-29.999929	-64.999870	20.0938006228	0.0000266635	0.7327746256	0.0000226592
-64.999870	-29.999929	-64.999870	20.0934714109	0.0000154560	0.7564558809	0.0000459852
-64.999870	-29.999929	-64.999870	20.0958022737	0.0000228505	0.7996994354	0.0001417448
-64.999870	-29.999929	-64.999870	20.0927801094	0.0000275552	0.8663793849	0.0002555221
-64.999870	-29.999929	-64.999870	20.0937672447	0.0000091356	0.9568088034	0.0004297904
-64.999870	-29.999929	-64.999870	20.0944597751	0.0000179818	1.0689362287	0.0005724943
-64.999870	-29.999929	-64.999870	20.0905252518	0.0000034001	1.1986362711	0.0006454701
-64.999870	-29.999929	-64.999870	20.0915192602	0.0000169230	1.3365151406	0.0007611736
-64.999870	-29.999929	-64.999870	20.0882272470	0.0000174630	1.4882201607	0.0009167261
-64.999870	-29.999929	-64.999870	20.0852687234	0.0000127538	1.6484677377	0.0010595074
-64.999870	-29.999929	-64.999870	20.0862820916	0.0000289338	1.8186528198	0.0011924022
-64.999870	-29.999929	-64.999870	20.0861183836	0.0000154885	2.0147651948	0.0013508643
-64.999870	-29.999929	-64.999870	20.0862147361	0.0000177469	2.2034429883	0.0013683507
-64.999870	-29.999929	-64.999870	20.0865354810	0.0000253324	2.3974480817	0.0014659332
-64.999870	-29.999929	-64.999870	20.0883173698	0.0000193643	2.6203661218	0.0015378655
-64.999870	-29.999929	-64.999870	20.0892525078	0.0000097881	2.7867732619	0.0008699313
-64.999870	-29.999929	-64.999870	20.0884259865	0.0000053240	2.8665203482	0.0000723107
-64.999870	-29.999929	-64.999870	20.0878018739	0.0000231420	2.8612642280	0.0000490350
-64.999870	-29.999929	-64.999870	20.0896650717	0.0000255723	2.8588874399	0.0000490785
-64.999870	-29.999929	-64.999870	20.0906850595	0.0000129647	2.8646700794	0.0000202403
-64.999870	-29.999929	-64.999870	20.0876646912	0.0000260136	2.8787026569	0.0000329106
-64.999870	-29.999929	-64.999870	20.0872532864	0.0000146338	2.8836792725	0.0000310945
-64.999870	-29.999929	-64.999870	20.0905909022	0.0000190368	2.8832571922	0.0000302009
-64.999870	-29.999929	-64.999870	20.0891300999	0.0000277368	2.8821313489	0.0000346899
-64.999870	-29.999929	-64.999870	20.0895185088	0.0000231881	2.8779155403	0.0000286494
-64.999870	-29.999929	-64.999870	20.0886345610	0.0000033449	2.8795789642	0.0000310892
-64.999870	-29.999929	-64.999870	20.0882979800	0.0000136108	2.8800184930	0.0000459994
-64.999870	-29.999929	-64.999870	20.0934963575	0.0000351693	2.8817809446	0.0000415427
-64.999870	-29.999929	-64.999870	20.0907198586	0.0000181795	2.8788196879	0.0000447808
-64.999870	-29.999929	-64.999870	20.0921740057	0.0000185812	2.8779410469	0.0000325528
-64.999870	-29.999929	-64.999870	20.0941914602	0.0000473750	2.8799293849	0.0000312620
-64.999870	-29.999929	-64.999870	20.0953686095	0.0000152529	2.8806511646	0.0000343142
-64.999870	-29.999929	-64.999870	20.0958705933	0.0000227651	2.8814523881	0.0000365144
-64.999870	-29.999929	-64.999870	20.0982050983	0.0000357312	2.8801176836	0.0000544192
-64.999870	-29.999929	-64.999870	20.0991227061	0.0000111556	2.8804180376	0.0000384549
-64.999870	-29.999929	-64.999870	20.0991201635	0.0000230869	2.8842358044	0.0000659524
-64.999870	-29.999929	-64.999870	20.0986732540	0.0000138324	2.8805066234	0.0000366071
-64.999870	-29.999929	-64.999870	20.1004359590	0.0000135799	2.8814290547	0.0000505183
-64.999870	-29.999929	-64.999870	20.1012916286	0.0000058906	2.8794435438	0.0000446904
-64.999870	-29.999929	-64.999870	20.1023747846	0.0000233852	2.8787976830	0.0000769860
-64.999870	-29.999929	-64.999870	20.1014487338	0.0000142215	2.8786380948	0.0000709421
-64.999870	-29.999929	-64.999870	20.1028920643	0.0000084087	2.8776927112	0.0000788167
-64.999870	-29.999929	-64.999870	20.1041112423	0.0000105260	2.8812946215	0.0000441158
-64.999870	-29.999929	-64.999870	20.1015016003	0.0000184045	2.8824106714	0.0000243776
-64.999870	-29.999929	-64.999870	20.1059301115	0.0000266302	2.8839752047	0.0000354248
-64.999870	-29.999929	-64.999870	20.1046715732	0.0000146541	2.8821419579	0.0000435153
-64.999870	-29.999929	-64.999870	20.1083646077	0.0000113990	2.8815808460	0.0000715808
-64.999870	-29.999929	-64.999870	20.1053716086	0.0000234368	2.8801636115	0.0000684352
-64.999870	-29.999929	-64.999870	20.1062798899	0.0000166467	2.8883886932	0.0000601733
-64.999870	-29.999929	-64.999870	20.1083287999	0.0000228259	2.9093759239	0.0001120734
-64.999870	-29.999929	-64.999870	20.1094277444	0.0000165817	2.9682279764	0.0002794289
-64.999870	-29.999929	-64.999870	20.1093389830	0.0000286530	3.0668303781	0.0005557422
-64.999870	-29.999929	-64.999870	20.1111882613	0.0000152688	3.2165300042	0.0012150420
-64.999870	-29.999929	-64.999870	20.1124572046	0.0000370121	3.4190383411	0.0017564242
-64.999870	-29.999929	-64.999870	20.1098135298	0.0000064202	3.6593201472	0.0022826851
-64.999870	-29.999929	-64.999870	20.1150825072	0.0000196109	3.9284995064	0.0021379070
-64.999870	-29.999929	-64.999870	20.1155312767	0.0000281576	4.1741952705	0.0020906697
-64.999870	-29.999929	-64.999870	20.1202420287	0.0000149575	4.4444865436	0.0024447433
-64.999870	-29.999929	-64.999870	20.1169765280	0.0000189101	4.7119679777	0.0028325460
-64.999870	-29.999929	-64.999870	20.1169780195	0.0000272313	5.0254085668	0.0030934932
-64.999870	-29.999929	-64.999870	20.1162874565	0.0000294521	5.3133247824	0.0030569177
-64.999870	-29.999929	-64.999870	20.1183076947	0.0000132627	5.6135557958	0.0036004922
-64.999870	-29.999929	-64.999870	20.1215054848	0.0000194304	5.9230567291	0.0040395363
-64.999870	-29.999929	-64.999870	20.1226591519	0.0000044908	6.2234412267	0.0033784842
-64.999870	-29.999929	-64.999870	20.1241848990	0.0000132691	6.4897798335	0.0014443549
-64.999870	-29.999929	-64.999870	20.1257093618	0.0000140025	6.6061607739	0.0001850696
-64.999870	-29.999929	-64.999870	20.1266001170	0.0000275952	6.5883269362	0.0001754215
-64.999870	-29.999929	-64.999870	20.1294411487	0.0000121293	6.5200628962	0.0000967074
-64.999870	-29.999929	-64.999870	20.1322998075	0.0000093947	6.4843428749	0.0000465823
-64.999870	-29.999929	-64.999870	20.1368016631	0.0000090789	6.5030678250	0.0001562174
-64.999870	-29.999929	-64.999870	20.1354145019	0.0000305290	6.5287005953	0.0002172199
-64.999870	-29.999929	-64.999870	20.1395869810	0.0000171653	6.5487169804	0.0002319601
-64.999870	-29.999929	-64.999870	20.1451652427	0.0000119163	6.5498595827	0.0001651674
-64.999870	-29.999929	-64.999870	20.1458397245	0.0000370928	6.5290531082	0.0001466282
-64.999870	-29.999929	-64.999870	20.1498899707	0.0000127897	6.5154112802	0.0001252242
-64.999870	-29.999929	-64.999870	20.1506691123	0.0000155885	6.5230341672	0.0000837352
-64.999870	-29.999929	-64.999870	20.1559246952	0.0000106106	6.5307017729	0.0001114387
-64.999870	-29.999929	-64.999870	20.1599604040	0.0000154573	6.5309932437	0.0001679720
-64.999870	-29.999929	-64.999870	20.1618142654	0.0000114194	6.5330919570	0.0000824324
-64.999870	-29.999929	-64.999870	20.1614579909	0.0000280631	6.5331787746	0.0000733899
-64.999870	-29.999929	-64.999870	20.1645006427	0.0000175641	6.5315502061	0.0001014466
-64.999870	-29.999929	-64.999870	20.1646680409	0.0000142101	6.5292697462	0.0000455817
-64.999870	-29.999929	-64.999870	20.1681953688	0.0000189292	6.5255149967	0.0001421240
-64.999870	-29.999929	-64.999870	20.1704095694	0.0000178036	6.5266782129	0.0001530307
-64.999870	-29.999929	-64.999870	20.1715831107	0.0000180182	6.5226489052	0.0001328910
-64.999870	-29.999929	-64.999870	20.1744246348	0.0000216695	6.5277658007	0.0001406568
-64.999870	-29.999929	-64.999870	20.1783507322	0.0000186405	6.5269711099	0.0001449620
-64.999870	-29.999929	-64.999870	20.1787459422	0.0000109213	6.5227752888	0.0001711309
-64.999870	-29.999929	-64.999870	20.1833099256	0.0000164489	6.5245409943	0.0001526902
-64.999870	-29.999929	-64.999870	20.1818357524	0.0000244199	6.5262373239	0.0000800914
-64.999870	-29.999929	-64.999870	20.1804809352	0.0000163792	6.5277003421	0.0001248629
-64.999870	-29.999929	-64.999870	20.1860759068	0.0000193506	6.5237668957	0.0001163076
-64.999870	-29.999929	-64.999870	20.1885685537	0.0000250615	6.5268841437	0.0001495016
-64.999870	-29.999929	-64.999870	20.1890106364	0.0000206511	6.5245293982	0.0000666228
-64.999870	-29.999929	-64.999870	20.1931837099	0.0000307119	6.5255202627	0.0000894052
-64.999870	-29.999929	-64.999870	20.1968431175	0.0000100577	6.5224410893	0.0001546872
-64.999870	-29.999929	-64.999870	20.1958061989	0.0000095631	6.5254288898	0.0002280835
-64.999870	-29.999929	-64.999870	20.1979196920	0.0000087778	6.5247888539	0.0001416665
-64.999870	-29.999929	-64.999870	20.1984730308	0.0000355869	6.5180734113	0.0001646697
-64.999870	-29.999929	-64.999870	20.1985594239	0.0000086688	6.4655164193	0.0004024427
-64.999870	-29.999929	-64.999870	20.2021367622	0.0000238126	6.3370032726	0.0007305224
-64.999870	-29.999929	-64.999870	20.2033729135	0.0000135211	6.1412416480	0.0027807140
