14.393,0.54951
13.338,0.57005
13.991,0.5572
14.278,0.55112
14.552,0.54729
14.644,0.54373
9.5923,0.65687
13.766,0.56387
13.631,0.56282
13.604,0.56239
13.523,0.56492
13.04,0.57624
14.677,0.54521
14.066,0.55625
14.477,0.54919
14.696,0.54441
14.567,0.54734
13.316,0.57191
14.279,0.55237
14.651,0.54593
14.297,0.55249
14.369,0.55011
14.442,0.54797
14.456,0.54908
13.467,0.56402
13.694,0.55908
13.831,0.55616
13.719,0.55878
14.364,0.54446
14.827,0.53633
14.344,0.54904
13.955,0.55622
14.442,0.54667
14.561,0.54435
14.116,0.55495
14.259,0.54877
16.729,0.51119
14.175,0.55325
14.398,0.54732
13.657,0.56158
14.709,0.54203
13.686,0.56071
13.989,0.55504
14.82,0.5413
13.61,0.5628
13.743,0.56065
14.116,0.5527
13.655,0.56177
13.022,0.57098
13.627,0.56044
12.838,0.57788
13.562,0.56157
13.999,0.55731
13.154,0.57059
12.97,0.577
14.554,0.543
13.213,0.56898
13.44,0.56461
12.842,0.57948
12.994,0.57444
13.557,0.56502
14.2,0.55066
13.94,0.55498
13.938,0.55456
13.287,0.56429
14.753,0.53765
9.3461,0.65602
13.148,0.56778
13.986,0.55125
13.897,0.5531
14.382,0.54124
13.862,0.55438
13.492,0.56119
13.865,0.54832
13.516,0.55577
13.387,0.56134
13.516,0.55579
13.307,0.56217
13.886,0.54868
13.312,0.56274
13.102,0.56396
13.69,0.55251
13.332,0.56368
12.797,0.57576
13.187,0.56499
12.619,0.57681
12.567,0.58003
12.725,0.57256
12.858,0.56894
12.787,0.5708
12.94,0.57251
14.217,0.55363
12.111,0.58468
15.144,0.52966
13.189,0.56012
13.225,0.55981
11.847,0.58408
13.32,0.552
13.112,0.55713
13.472,0.54923
13.325,0.55116
12.894,0.55965
12.809,0.56123
12.461,0.56701
12.866,0.55921
13.049,0.55434
12.159,0.57399
12.069,0.57581
12.805,0.56415
13.152,0.55606
12.982,0.55744
12.549,0.5667
13.214,0.54926
16.638,0.49292
12.212,0.57089
13.042,0.55115
12.998,0.55123
16.445,0.49575
14.893,0.5228
14.979,0.52081
12.299,0.56312
13.099,0.54928
12.546,0.56039
15.504,0.50832
12.091,0.56986
11.794,0.57502
12.588,0.55872
12.204,0.56272
12.06,0.57058
11.493,0.58161
11.874,0.57314
11.94,0.5697
15.322,0.51272
10.637,0.59768
11.962,0.5707
11.809,0.57111
11.412,0.57981
14.507,0.52405
13.886,0.53397
11.87,0.56932
11.588,0.57333
14.753,0.51582
12.238,0.55779
11.716,0.57225
8.3396,0.65611
7.7774,0.6775
14.642,0.51832
13.725,0.53768
14.052,0.53103
11.215,0.58344
14.353,0.52031
14.013,0.52987
13.648,0.53791
14.105,0.53009
13.948,0.5327
11.859,0.56909
12.475,0.55333
12.866,0.54309
12.511,0.55304
12.66,0.54725
14.973,0.51034
14.751,0.50992
12.278,0.55341
12.063,0.55984
12.385,0.55171
10.914,0.5833
11.857,0.56268
12.22,0.55537
11.404,0.57439
6.4013,0.71475
7.7411,0.66998
7.6877,0.67354
14.02,0.52597
11.659,0.56765
12.517,0.55038
11.968,0.55887
12.99,0.546
11.119,0.58038
11.785,0.56212
13.634,0.52952
11.726,0.56271
11.269,0.57326
13.234,0.53361
14.152,0.51721
10.964,0.57693
11.139,0.57338
