Vertical	Streamwise	Spanwise	Thermocouples/ai1 mean	Thermocouples/ai1 variance	4492/ai2 mean	4492/ai2 variance
-64.999870	-29.999929	-64.999870	20.3209898324	0.0000214777	0.3140427930	0.0000016550
-64.999870	-29.999929	-64.999870	20.3203661453	0.0000475766	0.3091934097	0.0000007551
-64.999870	-29.999929	-64.999870	20.3181735663	0.0000146072	0.3050951538	0.0000005561
-64.999870	-29.999929	-64.999870	20.3201577514	0.0000093021	0.3013475288	0.0000004020
-64.999870	-29.999929	-64.999870	20.3188544618	0.0000267586	0.2971173502	0.0000004432
-64.999870	-29.999929	-64.999870	20.3190859185	0.0000097650	0.2936940111	0.0000006986
-64.999870	-29.999929	-64.999870	20.3193863567	0.0000219451	0.2900343535	0.0000009530
-64.999870	-29.999929	-64.999870	20.3201553061	0.0000130596	0.2874127003	0.0000008675
-64.999870	-29.999929	-64.999870	20.3200871555	0.0000195045	0.2898731154	0.0000042777
-64.999870	-29.999929	-64.999870	20.3212888261	0.0000244512	0.3097131276	0.0000330358
-64.999870	-29.999929	-64.999870	20.3162020717	0.0000274711	0.3464494128	0.0000717200
-64.999870	-29.999929	-64.999870	20.3179898996	0.0000129482	0.4034089519	0.0001256744
-64.999870	-29.999929	-64.999870	20.3189975346	0.0000129872	0.4662541342	0.0001676952
-64.999870	-29.999929	-64.999870	20.3184270048	0.0000087172	0.5359804660	0.0001855576
-64.999870	-29.999929	-64.999870	20.3163831383	0.0000129145	0.5937768529	0.0000618186
-64.999870	-29.999929	-64.999870	20.3157667329	0.0000137439	0.6275972474	0.0000388376
-64.999870	-29.999929	-64.999870	20.3149012200	0.0000189682	0.6598017005	0.0000348084
-64.999870	-29.999929	-64.999870	20.3155080680	0.0000184165	0.6804348986	0.0000134965
-64.999870	-29.999929	-64.999870	20.3158041563	0.0000120825	0.6957604373	0.0000122605
-64.999870	-29.999929	-64.999870	20.3142109980	0.0000242956	0.7089976274	0.0000035945
-64.999870	-29.999929	-64.999870	20.3151032120	0.0000241618	0.7145130417	0.0000056518
-64.999870	-29.999929	-64.999870	20.3114798489	0.0000342744	0.7219739837	0.0000027171
-64.999870	-29.999929	-64.999870	20.3146080228	0.0000353279	0.7231999664	0.0000039830
-64.999870	-29.999929	-64.999870	20.3151323062	0.0000151352	0.7270249978	0.0000032056
-64.999870	-29.999929	-64.999870	20.3132101210	0.0000320251	0.7267923804	0.0000038773
-64.999870	-29.999929	-64.999870	20.3134198356	0.0000174965	0.7290401936	0.0000056125
-64.999870	-29.999929	-64.999870	20.3151531839	0.0000238126	0.7305506821	0.0000032073
