Vertical	Streamwise	Spanwise	Thermocouples/ai1 mean	Thermocouples/ai1 variance	4492/ai2 mean	4492/ai2 variance
-64.999870	-29.999929	-64.999870	20.1773017461	0.0000138945	0.1423243814	0.0000001098
-64.999870	-29.999929	-64.999870	20.1757655274	0.0000107488	0.1408175451	0.0000001223
-64.999870	-29.999929	-64.999870	20.1755941817	0.0000241606	0.1395908189	0.0000000529
-64.999870	-29.999929	-64.999870	20.1756357970	0.0000184066	0.1380871377	0.0000001539
-64.999870	-29.999929	-64.999870	20.1737954764	0.0000144040	0.1353065988	0.0000003998
-64.999870	-29.999929	-64.999870	20.1726215688	0.0000142396	0.1343947457	0.0000001684
-64.999870	-29.999929	-64.999870	20.1728293573	0.0000301490	0.1341272170	0.0000004224
-64.999870	-29.999929	-64.999870	20.1755789385	0.0000330503	0.1368224198	0.0000030541
-64.999870	-29.999929	-64.999870	20.1753339914	0.0000119870	0.1510112523	0.0000151137
-64.999870	-29.999929	-64.999870	20.1756114266	0.0000130378	0.1752073131	0.0000278257
-64.999870	-29.999929	-64.999870	20.1762553828	0.0000056642	0.2068076267	0.0000463932
-64.999870	-29.999929	-64.999870	20.1770443708	0.0000204433	0.2458084358	0.0000689909
-64.999870	-29.999929	-64.999870	20.1721192764	0.0000082572	0.2942090740	0.0001168548
-64.999870	-29.999929	-64.999870	20.1718195250	0.0000260919	0.3562380653	0.0001756779
-64.999870	-29.999929	-64.999870	20.1724084576	0.0000227924	0.4324397356	0.0002774707
-64.999870	-29.999929	-64.999870	20.1735305839	0.0000247320	0.5242342803	0.0002231993
-64.999870	-29.999929	-64.999870	20.1710995144	0.0000066040	0.5803204384	0.0000640424
-64.999870	-29.999929	-64.999870	20.1733803364	0.0000304195	0.6199946547	0.0000507264
-64.999870	-29.999929	-64.999870	20.1711948943	0.0000197693	0.6559461790	0.0000320915
-64.999870	-29.999929	-64.999870	20.1711948973	0.0000157044	0.6768191550	0.0000197133
-64.999870	-29.999929	-64.999870	20.1675194938	0.0000211363	0.6950204917	0.0000204553
-64.999870	-29.999929	-64.999870	20.1699160525	0.0000120375	0.7043674543	0.0000115087
-64.999870	-29.999929	-64.999870	20.1692972606	0.0000145703	0.7144300831	0.0000212269
-64.999870	-29.999929	-64.999870	20.1693708487	0.0000153843	0.7206038253	0.0000153786
-64.999870	-29.999929	-64.999870	20.1682029904	0.0000160066	0.7212802036	0.0000155589
-64.999870	-29.999929	-64.999870	20.1713115800	0.0000312690	0.7270226306	0.0000164887
-64.999870	-29.999929	-64.999870	20.1703431442	0.0000156914	0.7265359071	0.0000146186
-64.999870	-29.999929	-64.999870	20.1718902202	0.0000206897	0.7310669160	0.0000127113
-64.999870	-29.999929	-64.999870	20.1737651068	0.0000085291	0.7289874371	0.0000129696
-64.999870	-29.999929	-64.999870	20.1686759362	0.0000270993	0.7339778416	0.0000124995
-64.999870	-29.999929	-64.999870	20.1730663411	0.0000112069	0.7335301913	0.0000159419
-64.999870	-29.999929	-64.999870	20.1724102208	0.0000124008	0.7325596195	0.0000152858
-64.999870	-29.999929	-64.999870	20.1715614044	0.0000321261	0.7331555293	0.0000123837
-64.999870	-29.999929	-64.999870	20.1697067559	0.0000225250	0.7331414286	0.0000168056
-64.999870	-29.999929	-64.999870	20.1726338427	0.0000154401	0.7346309636	0.0000138044
